temperature_C,pressure_bar,flow_m_s,pH,CO2_ppm,H2S_ppm,DO_mgL,water_cut,inhibitor_eff,CP_voltage,P_corrosion,Corrosion
54.11,22.52,0.56,6.138,57.14,0.75,0.409,0.448,0.086,-0.857,0.4884,1
68.5,25.41,0.913,5.886,193.9,0.97,1.313,0.263,0.452,-0.74,0.4879,0
63.57,36.61,1.052,4.785,188.7,1.453,1.827,0.277,0.451,-0.539,0.6312,1
53.07,29.15,0.864,6.582,203.48,1.404,1.117,0.237,0.29,-0.665,0.5919,0
69,30.4,0.178,5.996,230.16,1.861,0.557,0.251,0.145,-0.683,0.888,1
63.07,33.79,1.787,6.577,9.5,4.286,0.92,0.118,0.244,-0.578,0.666,1
68.13,33.48,1.543,4.661,347.8,0.143,0.509,0.2,0.101,-1.102,0.8329,0
66.3,31.39,1.223,6.636,200.36,2.409,0,0.184,0.299,-0.979,0.6518,1
51.71,28.96,1.954,4.555,469.58,1.414,0.107,0.469,0.136,-0.829,0.8379,1
54.4,28.44,0.511,7.37,506.79,4.665,0,0.06,0.239,-0.59,0.8817,1
67.47,34.29,1.944,6.918,78.62,21.055,0.094,0.064,0.089,-0.444,0.7379,1
66.1,32.77,0.517,6.277,14.89,3.645,1.576,0.209,0.29,-0.664,0.5167,0
59.79,28.71,1.119,6.95,364.44,2.773,1.173,0.281,0.306,-0.902,0.4475,1
61.17,35.41,0.363,5.718,1141.8,2.296,0.765,0.023,0.056,-0.813,0.9791,1
72.78,29.35,1.007,6.558,177.53,7.684,0.987,0.313,0.686,-0.945,0.3865,1
54.08,25.74,1.193,7.136,90.17,0.374,0,0.174,0.19,-0.912,0.513,1
65.47,26.21,0.923,4.025,51.12,16.066,0.937,0.039,0.177,-0.946,0.671,0
57.98,25.11,1.357,6.142,101.67,2.706,1.064,0.168,0.243,-0.689,0.5411,1
57.82,28.64,1.05,6.482,119.21,1.882,0,0.285,0.395,-0.715,0.2717,0
70.99,36.17,0.739,6.343,165.43,18.261,0.959,0.229,0.417,-0.588,0.5414,0
68.25,25.97,0.717,7.666,319.62,13.735,0,0.144,0.188,-0.753,0.7453,1
68.14,30.94,1.405,5.601,95.72,5.135,0,0.629,0.155,-0.878,0.7109,1
73.05,26.72,0.673,6.003,15.7,0.093,1.296,0.033,0.419,-0.701,0.2706,1
60.21,28.7,1.458,4.967,140.18,6.902,0,0.225,0.393,-0.558,0.5926,0
66.82,22.45,1.611,7.708,580.61,2.044,0.07,0.146,0.109,-0.674,0.8555,1
56.9,28.9,0.166,6.303,206.96,2.457,1.094,0.137,0.362,-0.53,0.6811,0
63.24,29.03,1.566,6.149,1003.87,0.864,0.317,0.186,0.488,-0.746,0.8553,1
58.7,32.7,2.03,6.458,210.12,3.706,0.392,0.386,0.151,-1.085,0.6235,0
60.97,31.12,1.126,7.009,96.85,6.824,0.379,0.347,0.345,-0.63,0.2809,1
65.95,24.01,1.3,6.778,64.45,1.594,0.709,0.452,0.217,-0.638,0.5529,0
51.82,35.42,1.519,8.618,355.77,13.963,0.364,0.109,0.222,-0.459,0.8254,0
80.92,31.05,0.862,6.863,230.61,1.083,0.568,0.082,0.06,-0.956,0.7331,1
49.94,30.99,1.091,6.128,277.9,0.343,0.198,0.21,0.113,-0.752,0.6303,1
47.86,29.95,0.343,6.051,422.1,5.169,0.711,0.029,0.234,-0.762,0.7343,1
71.58,27.41,1.069,6.186,388.28,9.463,0.688,0.514,0.519,-0.846,0.5366,0
67.92,31.09,1.249,5.299,13.3,15.302,1.639,0.152,0.514,-1.084,0.3655,0
66.24,32.38,1.258,6.532,486.71,7.287,0.271,0.129,0.451,-0.869,0.583,1
66.28,21.27,1.533,7.127,228.24,1.114,0.39,0.103,0.339,-0.849,0.38,0
59.88,27.31,0.613,6.009,149.13,19.007,0.643,0.124,0.52,-0.884,0.3089,0
51.03,28.73,0.734,5.854,231.35,12.594,1.079,0.014,0.253,-0.719,0.724,1
60.76,31.28,1.948,7.713,284.37,0.891,0,0.117,0.533,-0.484,0.5667,1
53.23,35.97,0.925,5.359,48.58,4.091,0.562,0.418,0.301,-0.65,0.3122,0
69.75,26.14,1.1,4.846,162.08,4.054,0,0.109,0.284,-0.965,0.7467,1
58.53,27.51,0.966,5.578,122.66,2.922,0.337,0.402,0.139,-0.596,0.8082,1
51.75,27.44,0.589,5.268,129.42,20.765,1.144,0.002,0.435,-0.573,0.5432,1
56.79,25.99,1.812,6.809,28.73,0.307,0.064,0.201,0.35,-0.681,0.2179,0
64.13,28.26,0.736,6.211,52.25,4.934,0.606,0.303,0.284,-0.472,0.6983,1
54.36,33.85,0.436,6.324,52.96,1.149,0.183,0.312,0.197,-0.832,0.4865,0
51.78,24.73,0.775,7.422,140.15,3.747,0,0.321,0.359,-0.362,0.4148,1
62.44,32.14,0.001,5.947,674.69,7.565,1.083,0.045,0.389,-0.743,0.8931,1
62.45,21.49,0.674,7.12,69.21,1.417,0,0.037,0.256,-1.261,0.5391,1
54.93,27.19,0.516,7.709,161.46,2.499,0.676,0.33,0.511,-0.355,0.446,0
55.29,28.35,1.309,6.135,112.02,15.056,0.685,0.067,0.205,-1.031,0.5478,1
62.32,38.37,0.663,7.09,464.48,7.167,0,0.193,0.272,-0.82,0.8006,0
45.52,28.63,1.444,6.307,15.43,4.252,0.593,0.23,0.281,-0.886,0.4369,1
45.93,18.99,1.699,7.239,65.65,1.255,0,0.248,0.434,-0.855,0.2137,0
52.82,20.01,1.391,5.243,70.96,2.77,0.813,0.499,0.335,-0.801,0.325,1
57.87,30.17,0.892,5.184,1486.96,7.437,0,0.178,0.146,-0.606,0.9924,1
63.11,33.07,1.071,6.187,253.73,8.589,0.296,0.159,0.295,-0.708,0.6843,0
74.75,31.88,0.238,5.789,44.88,1.403,0.348,0.065,0.262,-0.801,0.8361,0
68.58,30.84,0.933,6.087,95.32,5.424,1.168,0.127,0.187,-0.89,0.6005,1
58.4,35.81,0.57,6.324,55.11,0.499,0.584,0.157,0.201,-0.835,0.5083,0
59.81,27.3,1.347,7.076,39.92,0.117,1.073,0.073,0.295,-0.575,0.6717,1
49.97,34.47,2.286,6.174,478.63,3.978,0.833,0.195,0.206,-0.747,0.7569,1
59.81,21.84,1.25,5.841,205.41,1.27,0.829,0.113,0.33,-0.945,0.4533,0
57.11,25.48,0.004,6.219,299.26,0.411,0.301,0.229,0.142,-0.685,0.8235,1
63.23,20.96,0.819,5.885,120.7,6.543,1.113,0.12,0.133,-0.453,0.8287,0
51.73,28.63,1.061,5.753,242.03,3.446,0.286,0.116,0.295,-0.964,0.7232,1
65.19,29.77,1.044,5.21,89.35,7.955,0,0.652,0.537,-1.165,0.4066,0
75.33,30.57,0.635,6.556,110.47,5.452,0.371,0.141,0.237,-0.791,0.6429,0
58.91,30.31,1.123,6.045,316.87,6.543,0.772,0.144,0.108,-0.679,0.7066,1
64.02,25.36,0.379,7.273,48.88,1.836,0,0.308,0.242,-0.486,0.6957,0
66.9,29.05,0.528,5.342,288.09,1.528,0,0.429,0.544,-0.955,0.5504,1
55.99,22.51,1.323,6.066,573.64,4.592,0,0.148,0.552,-0.842,0.5844,0
62.24,36.82,0.492,7.95,38.49,1.116,0.972,0.228,0.286,-0.885,0.5151,1
60.13,28.48,1.269,5.748,683.25,8.448,1.504,0.203,0.295,-0.657,0.9243,1
60.98,27.56,0.315,6.311,24.83,3.7,0.374,0.051,0.62,-1.017,0.2304,1
52.27,37.94,1.882,5.527,128.73,1.287,0.819,0.129,0.164,-0.517,0.7911,0
60.25,23.79,0.613,5.421,282.87,4.906,0.803,0.238,0.375,-0.687,0.5134,1
64.98,24.37,0.888,7.738,245.9,14.505,1.432,0.142,0.499,-1.048,0.3983,1
74.51,24.52,1.165,6.637,30.41,0.428,0.108,0.029,0.171,-0.856,0.5699,1
69.59,29.66,0.717,6.607,481.21,0.579,0.368,0.204,0.177,-0.768,0.8228,1
81.53,32.16,1.072,5.143,1085.28,9.284,0.296,0.152,0.088,-0.945,0.9843,1
52.33,33.7,1.288,6.787,59.98,0.58,0.545,0.028,0.246,-0.944,0.4816,1
68.72,42.86,1.48,7.426,676.51,0.201,2.003,0.06,0.352,-0.935,0.7118,1
61.83,18.75,1.396,7.42,244.13,2.138,0.518,0.233,0.417,-0.94,0.3703,0
81.9,33.04,0.914,7.035,824.35,3.143,0,0.085,0.179,-1.227,0.9433,1
51.92,27.21,0.927,5.596,58.11,4.213,0,0.137,0.095,-0.619,0.6017,0
51.6,27.07,2.175,6.75,471.1,3.539,1.252,0.134,0.338,-0.544,0.656,0
54.01,26.9,1.475,7.034,18.49,12.22,0,0.099,0.396,-1.147,0.2118,1
38.76,25.46,0.539,5.064,644.18,7.32,0.898,0.201,0.24,-0.774,0.8987,1
54.74,38.42,1.05,5.603,336.4,20.617,0.092,0.076,0.218,-0.866,0.7948,1
52.41,34.21,0.832,7.211,138.73,3.236,0,0.143,0.065,-0.87,0.541,1
61.5,30.12,0.932,7.201,63.39,0.44,0.863,0.256,0.274,-0.98,0.53,0
63.42,36.76,0.385,5.261,508.72,15.565,0.122,0.162,0.601,-0.876,0.6994,1
78.76,22.44,0.794,7.136,277.33,0.021,0.755,0.124,0.13,-0.351,0.859,1
69.5,23.35,1.906,6.576,134.08,7.483,0.8,0.239,0.144,-0.65,0.6324,0
54.23,19.11,1.29,7.125,176.01,0.159,0.828,0.301,0.211,-0.817,0.5775,1
51.02,26.5,0.246,5.992,525.55,7.161,0.339,0.193,0.274,-1.081,0.9338,0
64.92,30.81,1.608,7.016,124.17,13.898,0.912,0.063,0.069,-0.897,0.6037,0
46.8,30.51,1.545,7.175,28.17,2.465,0,0.189,0.3,-0.806,0.4463,0
78.31,30.75,0.82,6.219,726.69,1.379,0,0.31,0.305,-0.971,0.7767,1
71.79,22.94,1.359,6.514,146.99,1.283,0.924,0.162,0.149,-0.758,0.6403,1
55.31,34.02,0.57,5.981,128.49,3.384,0.599,0.069,0.164,-0.828,0.6663,1
42.87,31.2,0.765,7.821,68.6,0.937,0.134,0.123,0.257,-0.639,0.4765,0
73.54,33.67,1.749,6.404,683.14,5.588,0,0.254,0.157,-0.957,0.9064,1
58.85,20.54,0.864,5.762,73.58,2.297,0,0.107,0.243,-0.703,0.6452,1
72.38,31.56,0.065,5.927,303.74,1.951,0.531,0.05,0.382,-0.685,0.7611,1
44.06,24.06,0.968,6.601,638,3.093,1.489,0.213,0.375,-0.745,0.602,0
54.01,28.01,0.961,7.103,10.66,3.911,0.417,0.28,0.209,-0.849,0.4532,1
60.05,32.67,1.599,5.431,529.46,0.765,0.283,0.417,0.371,-0.668,0.6877,0
60.47,30.46,1.007,7.978,158.59,6.151,0.485,0.106,0.252,-0.92,0.6071,0
55.5,25.74,0.789,6.747,321.86,10.726,1.808,0.412,0.425,-1.174,0.4075,1
66.23,30.03,1.523,6.873,139.76,1.629,0.951,0.305,0.308,-0.877,0.3195,0
49.32,22.34,1.06,6.422,356.74,0.995,0,0.132,0.25,-0.794,0.6836,1
58.58,35.75,0.625,6.515,88.03,7.146,0.517,0.06,0.446,-0.965,0.2661,0
61.2,28.97,1.577,6.381,6.65,1.014,0.699,0.094,0.163,-0.82,0.486,0
65.14,35.59,1.097,7.314,885.73,0.211,0,0.264,0.204,-1.167,0.9346,1
67.12,27.37,1.001,6.494,4.95,4.828,0.955,0.237,0.126,-0.677,0.5143,0
48.75,27.38,1.089,7.114,521.35,1.371,0.009,0.179,0.159,-0.682,0.7797,0
44.66,26.18,0.465,6.153,55.59,0.943,0,0.182,0.205,-0.805,0.4667,0
72.78,34.38,0.736,6.657,149.38,19.978,0.546,0.069,0.498,-0.546,0.5383,0
63.32,26.45,1.002,5.857,518.62,1.726,0.451,0.344,0.266,-0.984,0.8831,1
52.52,33.22,0.903,7.473,69.18,11.688,0.499,0.29,0.181,-0.642,0.502,0
75.51,28.09,1.636,5.833,602.32,0.981,0.041,0.072,0.284,-0.722,0.9253,1
61.16,20.12,1.109,6.24,206.6,8.546,0.125,0.288,0.163,-0.887,0.644,1
71.79,27.15,1.427,6.248,136.78,3.486,1.177,0.098,0.208,-0.832,0.6333,0
60.68,24.1,1.005,6.217,325.8,0.409,0.765,0.039,0.203,-0.816,0.7091,1
80.61,30.17,1.528,7.078,125.29,6.614,0,0.271,0.319,-0.746,0.3865,0
77.55,24.05,1.199,6.247,127.99,11.132,0,0.195,0.382,-0.774,0.374,1
57.51,34.63,1.007,7.615,396.74,0.89,0,0.03,0.312,-1.075,0.4602,1
69.72,29.54,0.993,5.845,111.25,6.466,0.594,0.503,0.362,-0.636,0.4447,1
66.45,29.11,0.523,6.636,67.23,2.944,0.121,0.358,0.379,-0.619,0.275,1
73.69,33.28,1.253,5.879,494.53,7.009,0.074,0.115,0.145,-0.773,0.9009,0
50.35,34.82,0.98,6.837,491,6.258,0.147,0.167,0.147,-0.605,0.7738,1
66.86,29.9,0.749,6.487,206.5,0.135,0.456,0.221,0.087,-0.972,0.6585,0
70.58,26.14,1.553,6.376,224.38,0.984,0.971,0.142,0.358,-0.471,0.5707,0
42.41,21.13,0.375,7.451,357.29,3.184,0.5,0.039,0.22,-0.972,0.6839,1
48.17,26.57,0.789,5.977,213.56,13.56,0.537,0.312,0.178,-0.6,0.8307,1
39.61,26.91,1.514,6.969,161.89,2.093,0.365,0.08,0.413,-0.761,0.2661,1
57.31,30.54,1.158,5.885,1583.21,4.956,0.2,0.067,0.312,-0.723,0.9801,1
67.18,28.27,0.976,6.59,47.92,0.061,1.037,0.085,0.12,-0.547,0.7083,1
75.02,33.44,1.126,5.544,269.48,6.209,0.945,0.195,0.61,-0.675,0.5888,0
60.74,26.94,1.09,5.97,651.11,4.62,1.727,0.117,0.295,-0.952,0.9144,1
76.29,29.71,0.242,6.434,348.67,6.283,0.866,0.161,0.34,-0.692,0.7154,1
46.2,35.92,0.825,7.952,638.4,11.752,0.201,0.047,0.337,-0.376,0.7623,1
42.97,31.71,1.808,6.581,122.99,0.792,0,0.088,0.069,-0.424,0.6833,0
59.44,29.7,0.67,7.824,95.23,1.516,1.072,0.21,0.275,-0.596,0.7057,0
63.84,26.99,0.841,6.676,571.69,27.341,0.011,0.124,0.111,-0.706,0.8509,1
59.67,26.83,0.729,6.19,150.32,0.85,0.986,0.326,0.277,-0.956,0.5853,1
39.33,25.75,0.956,7.731,371.03,6.376,0.044,0.065,0.17,-0.714,0.7033,1
59.11,27.29,0.708,6.85,47.96,6.456,0.709,0.355,0.52,-0.815,0.2453,0
46.96,33.78,1.243,5.986,422.98,5.744,0,0.086,0.192,-0.908,0.8204,0
66.7,28.89,1.099,6.876,238.87,1.29,0.968,0.346,0.346,-0.836,0.3895,0
63.67,23.25,1.387,6.266,93.84,1.211,0,0.144,0.021,-0.949,0.5634,1
50.6,38.84,0.475,4.909,204.66,5.488,0.664,0.522,0.507,-0.332,0.5929,1
54.86,31.6,0.83,7.249,358.15,1.031,0.381,0.152,0.574,-0.876,0.4186,0
49.41,22.97,0.887,7.376,3.59,5.417,0.561,0.137,0.377,-0.638,0.1917,0
59.37,27.79,1.228,7.97,304.39,3.392,0.263,0.399,0.027,-0.798,0.6901,1
69.55,30.55,0.603,6.838,234,2.444,0.248,0.205,0.44,-1.055,0.3996,0
50.14,38.52,1.458,6.301,74.65,1.785,0.593,0.288,0.009,-0.817,0.4817,1
65.04,24.46,1.593,7.168,419.49,14.742,0,0.056,0.06,-0.785,0.7874,1
54.7,34.88,0.506,7.18,108.49,3.547,0,0.243,0.139,-0.496,0.6941,0
52.07,37,0.755,7.811,97.25,4.119,0.285,0.458,0.48,-0.82,0.2374,0
58.93,26.86,0.734,6.464,191.15,14.905,0.262,0.112,0.655,-1.004,0.3323,0
49.65,28.61,2.316,6.368,338.24,5.305,0,0.09,0.232,-1.026,0.6824,0
54.46,24.82,0.785,5.928,792.87,15.833,1.055,0.146,0.515,-0.592,0.9018,1
48.02,28.98,1.839,6.93,45.72,0.562,0.299,0.139,0.118,-0.927,0.4594,0
79.65,29.82,0.367,5.261,151.49,9.375,0.364,0.27,0.58,-0.781,0.5243,0
60.35,33.3,0.505,7.121,20.8,2.043,0,0.217,0.176,-1.142,0.4924,0
53,35.45,0.657,6.97,426.33,8.317,1.743,0.437,0.307,-0.463,0.6431,0
62.14,26.26,0.577,6.968,178.12,9.677,1.956,0.071,0.302,-0.99,0.3379,0
58.88,20.16,0.866,6.611,368.2,1.584,0.032,0.143,0.315,-0.617,0.4457,0
57.79,29.89,0.646,7.726,116.67,2.628,1.236,0.148,0.34,-0.581,0.427,1
66.14,31.47,0.59,7.198,557.98,6.473,0.445,0.216,0.516,-0.374,0.7767,0
67.58,31.25,1.579,6.014,229.6,0.522,1.462,0.152,0.308,-1.004,0.3871,0
54.69,28.37,1.612,6.029,862.63,7.043,0.702,0.142,0.453,-0.786,0.7741,0
54.24,30.62,1.475,5.796,24.63,0.585,0.56,0.179,0.226,-0.209,0.7424,1
57.25,37.58,1.262,6.941,216.63,12.294,0,0.141,0.278,-0.918,0.633,1
36.98,31.91,1.046,5.7,436.31,1.617,0,0.139,0.261,-0.814,0.8189,1
44.85,28.13,0.751,7.367,275,4.285,0.512,0.091,0.178,-0.645,0.6283,1
73.67,27.5,0.523,7.558,7.04,0.623,0.619,0.145,0.64,-0.608,0.2679,0
76.45,29.15,1.181,5.797,1076.32,1.57,0,0.087,0.083,-0.413,0.9906,1
57.51,38.18,0.413,6.352,106.26,2.587,0.063,0.203,0.281,-0.904,0.5421,0
65.77,29.08,0.503,6.513,86.02,3.338,0.832,0.277,0.081,-0.9,0.5679,0
63.11,29.9,1.576,7.207,199.46,0,0,0.13,0.23,-0.767,0.6366,1
90.79,27.59,1.95,7.787,234.37,10.976,0.58,0.196,0.13,-0.459,0.8775,1
71.2,35.49,1.197,5.152,436.1,0.039,1.243,0.116,0.271,-0.919,0.8735,1
58.72,39.8,1.553,6.245,149.9,7.429,0.731,0.045,0.348,-0.861,0.3045,1
50.44,32.25,0.877,6.287,173.92,3.18,0.701,0.412,0.259,-0.908,0.5574,1
43.94,30.41,0.331,5.379,229.69,3.71,0,0.324,0.477,-0.839,0.4229,0
62.03,30.18,1.306,6.112,150.45,1.168,0.007,0.505,0.288,-0.899,0.5968,0
52.44,18.08,1.285,6.842,737.94,4.674,1.733,0.174,0.069,-0.721,0.8768,1
45.78,33.73,1.036,6.277,571.65,3.853,0.141,0.012,0.106,-0.848,0.8045,1
53.53,30.67,0.879,5.264,182.08,0.897,1.259,0.263,0.214,-0.592,0.8201,1
49.18,32.14,1.481,8.799,0.06,1.36,0.133,0.295,0.64,-0.798,0.1825,0
76.87,26.44,0.507,6.713,693.59,0.346,0.333,0.04,0.384,-1.161,0.7537,0
68.82,28.08,0.613,6.589,39.83,0.343,0.809,0.113,0.265,-0.485,0.7101,1
59.92,27.94,0.496,5.622,84.12,0.069,0.56,0.388,0.17,-0.635,0.6572,1
74.8,35.11,1.042,6.709,49.59,1.245,0.729,0.15,0.107,-0.561,0.7398,1
60.77,28.11,0.456,6.369,59.47,5.692,0.009,0.087,0.274,-0.855,0.5359,1
51.39,40.41,0.658,4.989,487.18,1.901,0,0.157,0.428,-0.387,0.7666,0
75.23,32.15,0.647,5.644,259.89,2.098,0,0.31,0.162,-0.648,0.8152,1
65.39,23.62,0.87,7.136,937.72,0.707,0.181,0.276,0.131,-0.648,0.9438,1
49.63,29.36,0.256,8.055,78.98,4.284,0.362,0.073,0.207,-1.232,0.6763,0
58.1,26.74,1.044,6.794,199.45,2.094,1.122,0.211,0.379,-0.834,0.3231,1
51.24,19.03,1.624,7.382,1137.32,5.64,0.552,0.122,0.16,-0.671,0.9603,1
46.17,38,1.068,6.375,525.38,6.764,0.791,0.028,0.2,-0.738,0.7902,1
69.26,33.52,1.771,6.431,391.27,4.394,0.585,0.2,0.734,-0.911,0.5148,1
79.09,32.67,1.667,7.373,62.84,1.615,0,0.074,0.121,-1.349,0.6155,0
46.01,30.83,1.389,7.83,440.13,3.553,0.51,0.163,0.144,-0.762,0.735,1
65.63,23.09,1.037,7.541,128.11,1.451,0.578,0.218,0.459,-0.734,0.3094,0
53.49,27.58,1.011,5.647,226.85,11.661,0.956,0.019,0.454,-0.507,0.6226,1
55.13,34.21,1.382,6.446,281.84,7.27,0,0.198,0.288,-0.671,0.6678,1
54.08,24.74,0.804,6.722,281.99,3.396,0,0.144,0.204,-0.76,0.6519,1
51.36,17.34,0.059,6.292,388.96,16.828,0.606,0.261,0.097,-0.774,0.8512,1
60.49,28.86,1.246,6.81,325.15,3.957,0.712,0.156,0.358,-0.765,0.4219,0
51.69,29.29,0.434,7.156,21.25,1.991,0.392,0.092,0.314,-0.89,0.1974,0
62.7,30.68,0.519,7.302,183.39,0.502,0.517,0.211,0.434,-0.885,0.3328,0
59.5,33.64,1,7.849,327.21,3.924,1.027,0.223,0.032,-0.759,0.7051,1
57.61,33.19,0.952,6.236,105.29,9.845,0.225,0.211,0.312,-0.545,0.43,1
50.92,31.29,0.294,5.409,112.65,10.076,0.333,0.118,0.405,-0.64,0.5514,1
54.23,35.98,1.083,6.787,39.91,4.639,0.547,0.2,0.183,-0.696,0.4761,0
67.55,22.41,1.483,8.007,162.7,2.5,0,0.086,0.655,-1.089,0.3406,0
65.01,32.52,0.436,6.118,1298.95,5.253,0.409,0.212,0.257,-0.606,0.9811,1
50.22,33.13,1.636,7.049,100.78,7.18,0.462,0.182,0.155,-0.72,0.5142,0
60.99,23.8,0.22,7.057,227.43,2.652,1.482,0.445,0.323,-0.3,0.7114,1
67.51,22.49,2.059,6.653,407.88,3.234,0.321,0.118,0.125,-0.781,0.7814,0
43.31,26.27,0.794,6.506,4.08,5.707,0.62,0.149,0.124,-0.653,0.4408,0
65.43,26.69,1.073,5.761,692.1,10.464,1.051,0.223,0.266,-0.698,0.9331,1
53.37,33.77,0.054,4.675,146.6,7.827,0,0.17,0.288,-0.803,0.826,1
65.71,26.93,0.969,5.611,610.03,0.113,1.325,0.212,0.091,-0.794,0.9125,1
52.37,25.72,1.114,6.188,11.92,0.664,1.558,0.115,0.391,-0.89,0.1951,1
41.95,26.94,0.957,7.378,47.23,9.579,0.483,0.353,0.149,-0.673,0.4729,1
43.72,35.59,0.718,6.417,116.82,8.974,0.176,0.079,0.489,-1.048,0.2498,0
60.48,30.07,0.527,6.085,127.15,2.462,1.476,0.087,0.209,-0.231,0.7293,0
62.6,29.1,1.565,5.787,564.76,4.389,0.977,0.203,0.155,-0.815,0.8953,1
50.96,29.45,1.015,7.025,3.38,11.814,0.549,0.321,0.323,-0.895,0.1945,0
66.39,36.46,1.77,7.587,307.42,12.127,1.356,0.012,0.202,-0.83,0.7311,1
43.38,26.25,0.737,7.351,42.23,7.641,1.293,0.279,0.179,-0.599,0.6403,0
59.34,36.58,0.783,6.985,519.85,1.176,0.298,0.192,0.658,-0.649,0.5613,0
47.89,31.05,1.408,5.32,452.3,6.552,0.649,0.252,0.076,-0.797,0.833,0
53.48,29.2,0.189,6.219,207.9,0.533,0.846,0.228,0.314,-0.874,0.4983,1
60.47,42.5,0.393,8.058,71.74,11.219,0.517,0.084,0.191,-1,0.5436,0
51.4,24.72,1.549,7.398,301.94,0.808,0,0.164,0.063,-0.8,0.6533,1
56.15,28.23,0.414,5.27,50.97,5.429,0,0.162,0.302,-0.717,0.3376,0
70.06,23.84,0.09,6.456,63.23,4.711,0,0.287,0.243,-1.223,0.7486,1
54.23,34.76,1.934,6.79,295.6,7.501,0.796,0.175,0.529,-0.598,0.5551,1
68.36,38.45,0.303,5.89,1420.87,4.01,0,0.204,0.395,-0.685,0.9742,1
48.7,38.35,1.092,4.653,665.09,0.307,0.615,0.162,0.202,-0.852,0.8998,1
65.3,36.12,1.035,6.579,269.76,6.118,1.599,0.119,0.241,-0.784,0.7038,1
74.42,29.01,0.405,5.87,232.01,2.416,1.357,0.382,0.506,-0.962,0.546,0
35.28,28.17,0.866,5.873,1928.5,1.93,0,0.042,0.17,-0.766,0.9975,1
52.03,21.64,1.224,6.216,237.82,23.942,0,0.045,0.113,-1.2,0.6234,1
65.77,40.18,1.177,6.393,163.48,4.463,0.034,0.052,0.496,-0.591,0.5015,0
57.97,32.34,1.452,6.493,720.91,6.202,0,0.098,0.127,-0.831,0.8882,0
63.71,27.54,0.806,5.793,80.04,3.736,0,0.464,0.369,-1.167,0.3809,1
53.96,36.64,1.356,6.324,30.78,7.348,0.493,0.068,0.201,-0.576,0.6506,1
60.87,25.14,0.655,5.094,301.61,6.973,0.923,0.41,0.254,-0.88,0.7977,1
58.44,32.03,0.295,6.749,30.23,5.352,1.072,0.264,0.06,-0.898,0.692,1
71.68,29.14,0.351,4.215,140.11,30.469,0.215,0.279,0.123,-0.874,0.751,1
62.54,33.19,0.269,6.268,165.27,3.079,0.337,0.362,0.147,-0.899,0.7767,1
63.38,29.68,1.505,7.235,237.92,6.124,0.713,0.148,0.355,-0.67,0.3849,0
55.88,22.75,0.243,5.653,1435.99,7.992,0.435,0.128,0.255,-0.818,0.9958,1
55.12,30.38,1.137,7.073,74.92,2.358,0.986,0.278,0.076,-0.876,0.5068,0
55.67,35.24,0.867,7.425,141.36,3.055,0.758,0.035,0.23,-0.855,0.5591,0
63.94,29.85,0.949,3.854,42.55,17.396,0.274,0.148,0.248,-0.544,0.7952,0
55.79,33.88,1.682,6.379,280.65,0.164,0,0.062,0.106,-0.924,0.6588,0
62.9,24.77,0.781,4.199,390.23,2.042,1.399,0.361,0.545,-0.808,0.6055,1
80.75,29.87,1.306,6.405,197.38,3.33,0.088,0.135,0.503,-0.991,0.4273,1
68.71,26.88,1.019,6.494,84.64,0.007,0.715,0.426,0.322,-0.542,0.4571,1
56.74,33.73,0.924,4.514,290.98,11.469,0,0.352,0.015,-0.922,0.7786,1
72.01,30.16,2.15,8.04,232.41,1.686,0.493,0.125,0.31,-0.485,0.5836,0
55.92,33.45,0.279,6.729,56.33,1.49,0.56,0.286,0.253,-0.304,0.8157,1
39.62,35.44,1.645,5.821,156.1,8.583,0.589,0.086,0.195,-0.651,0.6722,1
49.92,33.46,1.328,7.672,171.38,1.629,2.308,0.224,0.561,-0.925,0.2717,0
41.29,31.37,0.76,5.064,1215.69,5.359,0.121,0.099,0.032,-0.984,0.9801,1
56.48,25.01,1.815,5.517,567.71,8.616,0.992,0.274,0.354,-0.554,0.8296,0
60.18,29.99,0.076,4.66,397.7,7.863,0.814,0.168,0.388,-0.735,0.7767,1
76.76,27.33,0.739,7.941,658.87,7.615,0.093,0.106,0.429,-0.794,0.7431,1
63.27,28.28,0.396,6.766,398.96,0.464,0.983,0.12,0.202,-0.688,0.7617,1
57.81,28.13,1.206,7.028,701.16,0.416,0.401,0.239,0.169,-0.98,0.8765,1
68.29,25.1,0.443,6.741,16.83,1.832,1.025,0.066,0.475,-0.836,0.2528,0
37.89,20.21,1.217,6.959,182.68,0.183,1.677,0.201,0.187,-0.983,0.5617,1
62.36,26.66,0.907,6.562,412.19,3.47,0.59,0.19,0.402,-0.719,0.4959,0
67.71,30.97,0.76,6.717,262.61,2.511,0.331,0.483,0.219,-0.658,0.6989,1
45.21,23.26,1.194,6.586,57.77,4.071,1.131,0.083,0.134,-0.568,0.6395,0
71.44,30.08,0.866,6.013,124.88,1.775,1.338,0.464,0.508,-0.918,0.3326,1
63.38,39.5,0.456,6.463,114.72,3.325,0,0.099,0.256,-0.586,0.7334,0
55.85,35.12,2.401,6.719,90.88,2.038,0.228,0.141,0.362,-1.138,0.2478,0
66.33,38.22,0.756,6.588,126.08,1.086,0.905,0.037,0.098,-1.01,0.5998,1
82.71,31.96,0.109,5.318,216.99,5.24,0.421,0.197,0.348,-0.664,0.7604,1
61.82,35.84,0.579,5.424,579.04,5.596,0,0.249,0.328,-0.682,0.7356,1
